rent_price,house_area,year_from_built,distance,built_date,balcony_area,house_structure,floor,total_floor
90000.0,44.38305841630541,30,600.0,1992-04-01,0.0,RC,2.0,5.0
107000.0,21.457256403962777,7,400.0,2015-02-01,0.0,RC,12.0,13.0
108000.0,39.687119418880755,32,800.0,1990-11-01,0.0,鉄骨,5.0,5.0
112000.0,36.57443899607664,22,520.0,2000-10-01,0.0,RC,7.0,14.0
63000.0,15.978705132176788,31,1000.0,1991-05-01,0.0,RC,7.0,10.0
110000.0,24.639847462366937,2,800.0,2019-12-01,0.0,RC,3.0,7.0
134000.0,39.0149715384081,28,1040.0,1994-07-01,0.0,RC,2.0,7.0
100500.0,12.279086928674172,15,760.0,2007-02-01,0.0,RC,5.0,8.0
98000.0,10.701232214813837,17,800.0,2005-02-01,0.0,RC,7.0,12.0
80000.0,28.92129780866171,15,920.0,2007-07-01,0.0,RC,12.0,13.0
72000.0,34.613381541482596,40,440.0,1982-02-01,0.0,鉄骨,4.0,5.0
112300.0,50.96879523251404,28,1280.0,1994-04-01,0.0,鉄骨,2.0,7.0
65000.0,16.406441237342513,24,320.0,1998-07-01,0.0,鉄骨,3.0,6.0
62000.0,19.525431313801676,51,760.0,1971-06-01,0.0,RC,4.0,5.0
83000.0,25.146996719927778,17,240.0,2005-05-01,0.0,RC,6.0,14.0
95000.0,43.87133499087064,11,760.0,2011-11-01,0.0,RC,5.0,9.0
110000.0,39.57070178341706,17,1040.0,2005-08-01,0.0,RC,5.0,9.0
74000.0,33.58831054124426,35,680.0,1987-09-01,0.0,RC,6.0,8.0
218000.0,46.52109702972887,11,960.0,2011-02-01,0.0,RC,6.0,7.0
65000.0,9.058266668605825,28,760.0,1994-10-01,0.0,鉄骨,3.0,4.0
209000.0,68.25598127057381,17,600.0,2005-09-01,0.0,RC,11.0,13.0
72000.0,28.082146544822162,34,692.0,1988-06-01,0.0,RC,1.0,3.0
158000.0,60.551272728134535,16,720.0,2006-03-01,0.0,RC,6.0,7.0
79500.0,27.103189067229838,10,720.0,2012-01-01,0.0,鉄骨,1.0,4.0
117000.0,24.235271618186548,14,440.0,2008-01-01,0.0,RC,11.0,14.0
152000.0,43.52488443744835,7,560.0,2015-04-01,0.0,RC,6.0,12.0
105000.0,26.076961853384937,9,760.0,2013-06-01,0.0,RC,5.0,7.0
148500.0,55.09246289609422,5,600.0,2017-07-01,0.0,RC,1.0,7.0
105000.0,36.913092765141386,5,720.0,2017-01-01,0.0,RC,5.0,9.0
86200.0,21.047330863392276,8,880.0,2014-04-01,0.0,RC,6.0,9.0
75000.0,23.38606998155305,27,680.0,1995-02-01,0.0,RC,4.0,6.0
90000.0,13.60959603872926,10,680.0,2012-10-01,0.0,RC,3.0,14.0
140000.0,47.482616194112694,7,640.0,2015-07-01,0.0,鉄骨,2.0,3.0
79000.0,24.382427823270444,15,760.0,2007-08-01,0.0,RC,1.0,8.0
67000.0,28.747146620338885,31,880.0,1991-05-01,0.0,RC,2.0,9.0
140000.0,42.30957031470082,26,600.0,1996-03-01,0.0,RC,8.0,9.0
146000.0,55.68352485700149,20,320.0,2002-02-01,0.0,RC,3.0,3.0
227000.0,55.4151292126865,9,200.0,2013-03-01,0.0,RC,4.0,8.0
202000.0,73.98837318323302,33,1000.0,1989-01-01,0.0,RC,9.0,11.0
149000.0,64.6749147440591,35,1000.0,1987-01-01,0.0,RC,6.0,7.0
90000.0,15.542514385092614,12,840.0,2010-11-01,0.0,RC,4.0,5.0
82000.0,19.234779264835993,15,320.0,2007-06-01,0.0,RC,2.0,14.0
117000.0,56.56228620247251,28,880.0,1994-01-01,0.0,鉄骨,3.0,4.0
198000.0,66.45284397122462,14,2320.0,2008-05-01,0.0,RC,4.0,11.0
160000.0,59.54003344053184,15,440.0,2007-11-01,0.0,RC,10.0,13.0
125000.0,63.90577848661347,38,480.0,1984-01-01,0.0,RC,3.0,6.0
90000.0,14.988506123094854,5,480.0,2017-09-01,0.0,RC,1.0,5.0
86000.0,51.44391404594216,33,360.0,1988-12-01,0.0,RC,10.0,11.0
74000.0,18.340854631616896,33,520.0,1989-01-01,0.0,RC,5.0,7.0
83000.0,31.083981643055715,16,520.0,2006-08-01,0.0,RC,4.0,7.0
66000.0,18.927745294644186,29,800.0,1993-06-01,0.0,RC,5.0,7.0
94000.0,34.651851885706186,13,440.0,2009-03-01,0.0,RC,4.0,11.0
100000.0,30.954991911747847,7,600.0,2015-10-01,0.0,RC,5.0,7.0
88000.0,25.406436228518803,14,400.0,2008-02-01,0.0,RC,11.0,15.0
109000.0,41.11195807482687,15,120.0,2007-04-01,0.0,RC,4.0,9.0
81000.0,31.39425706162323,44,360.0,1978-10-01,0.0,RC,12.0,14.0
113000.0,27.984704403472545,14,440.0,2008-02-01,0.0,RC,15.0,15.0
68000.0,18.33246819342927,32,680.0,1990-02-01,0.0,RC,3.0,11.0
97000.0,28.893905807443396,14,440.0,2007-12-01,0.0,RC,4.0,13.0
71000.0,11.673658498189837,30,1160.0,1992-06-01,0.0,RC,8.0,12.0
81000.0,23.58853165458729,16,720.0,2005-12-01,0.0,RC,6.0,8.0
144000.0,48.46675886457275,6,600.0,2016-04-01,0.0,鉄骨,5.0,11.0
140000.0,34.71225559653123,13,400.0,2009-01-01,0.0,RC,7.0,29.0
91000.0,19.462910987685063,14,760.0,2008-10-01,0.0,RC,7.0,9.0
88000.0,42.25718087943316,35,120.0,1987-05-01,0.0,鉄骨,3.0,7.0
90000.0,27.608603973276793,16,520.0,2006-10-01,0.0,RC,6.0,10.0
95000.0,27.022056845691207,48,600.0,1974-08-01,0.0,RC,7.0,8.0
132000.0,33.62409151038924,2,880.0,2020-10-01,0.0,RC,2.0,7.0
84700.0,19.48085829241154,20,560.0,2002-09-01,0.0,RC,5.0,8.0
129000.0,49.800722482860515,25,960.0,1997-05-01,0.0,RC,2.0,5.0
116000.0,36.406523939791725,33,360.0,1989-05-01,0.0,RC,4.0,9.0
81000.0,18.828649266361893,16,720.0,2006-06-01,0.0,RC,4.0,8.0
83000.0,30.130703982844672,16,880.0,2006-06-01,0.0,RC,2.0,7.0
84000.0,14.947286786023303,17,240.0,2005-04-01,0.0,RC,6.0,14.0
86500.0,29.736116781876994,16,760.0,2006-03-01,0.0,RC,4.0,5.0
98500.0,22.355960695572616,14,600.0,2008-07-01,0.0,RC,4.0,8.0
124000.0,46.8046295429003,9,840.0,2013-06-01,0.0,RC,2.0,7.0
152000.0,31.424927845621497,14,480.0,2008-03-01,0.0,RC,8.0,15.0
86000.0,21.760824128501657,17,600.0,2005-10-01,0.0,RC,8.0,8.0
113000.0,32.5644305491856,33,880.0,1989-02-01,0.0,RC,6.0,9.0
148000.0,29.252882185492005,13,360.0,2009-05-01,0.0,RC,20.0,29.0
78000.0,24.956238215335297,18,680.0,2004-02-01,0.0,RC,7.0,9.0
78000.0,45.00327306615625,50,800.0,1972-02-01,0.0,RC,4.0,6.0
141000.0,41.528287067869144,15,560.0,2007-10-01,0.0,RC,12.0,14.0
101500.0,27.05869232175527,10,520.0,2012-07-01,0.0,RC,8.0,14.0
154000.0,34.60155610949908,20,200.0,2002-04-01,0.0,RC,5.0,12.0
90000.0,25.82455275740269,13,560.0,2009-02-01,0.0,RC,3.0,10.0
106000.0,28.38837532590921,31,440.0,1990-12-01,0.0,鉄骨,5.0,5.0
114000.0,28.32410716629448,18,720.0,2004-04-01,0.0,RC,4.0,9.0
105000.0,41.50066327434583,33,360.0,1988-12-01,0.0,RC,6.0,8.0
125000.0,60.77399598748065,8,760.0,2014-07-01,0.0,鉄骨,2.0,4.0
110000.0,36.613290599192254,33,320.0,1989-09-01,0.0,RC,6.0,7.0
91000.0,22.73441437436026,7,200.0,2015-07-01,0.0,RC,3.0,5.0
124000.0,57.424720861157795,30,800.0,1991-12-01,0.0,RC,7.0,9.0
59000.0,23.215160260758616,31,1680.0,1991-09-01,0.0,RC,5.0,8.0
88000.0,17.016230782732777,21,800.0,2001-01-01,0.0,RC,2.0,6.0
99000.0,29.85154232758587,4,1000.0,2018-09-01,0.0,RC,5.0,5.0
87000.0,19.393758134937748,38,1040.0,1984-01-01,0.0,RC,2.0,5.0
143000.0,46.717927420367225,18,760.0,2003-12-01,0.0,RC,3.0,6.0
137000.0,33.275808752142126,15,480.0,2007-09-01,0.0,RC,7.0,14.0
94000.0,27.768793870780435,9,520.0,2013-02-01,0.0,RC,2.0,3.0
78000.0,22.366798333185177,26,240.0,1996-04-01,0.0,鉄骨,5.0,8.0
78000.0,23.77752205612755,21,880.0,2001-03-01,0.0,RC,2.0,6.0
102000.0,41.56070290089288,37,680.0,1985-08-01,0.0,RC,3.0,6.0
81000.0,24.00614404844058,10,880.0,2012-04-01,0.0,鉄骨,3.0,6.0
75000.0,16.67332351794296,26,840.0,1996-09-01,0.0,鉄骨,1.0,3.0
88000.0,26.24190106400068,37,1560.0,1985-06-01,0.0,RC,4.0,5.0
73000.0,10.4357673351545,21,760.0,2001-01-01,0.0,鉄骨,2.0,4.0
164000.0,57.10915759566853,6,760.0,2016-02-01,0.0,RC,5.0,7.0
101000.0,33.65933472712496,14,160.0,2008-03-01,0.0,RC,10.0,15.0
114000.0,19.323504628794595,4,480.0,2018-10-01,0.0,RC,2.0,14.0
92000.0,24.317271271184524,14,600.0,2008-03-01,0.0,RC,6.0,14.0
89000.0,35.15039510561294,32,880.0,1990-07-01,0.0,RC,2.0,9.0
79000.0,20.063442762144966,24,160.0,1998-06-01,0.0,鉄骨,3.0,6.0
138000.0,62.08744668321731,36,1280.0,1986-09-01,0.0,RC,7.0,10.0
89000.0,23.14786801086994,10,840.0,2012-10-01,0.0,RC,4.0,8.0
143000.0,35.93997950577521,23,880.0,1999-05-01,0.0,RC,4.0,6.0
104000.0,30.78296381200255,8,400.0,2014-01-01,0.0,RC,11.0,13.0
78000.0,25.631948700063123,21,840.0,2001-09-01,0.0,鉄骨,2.0,4.0
90000.0,43.0985421221387,32,840.0,1990-01-01,0.0,RC,4.0,5.0
97000.0,21.62844937044719,13,560.0,2009-05-01,0.0,RC,9.0,10.0
140000.0,38.10313786699158,6,640.0,2016-05-01,0.0,RC,3.0,11.0
90000.0,15.761887842696613,14,200.0,2008-04-01,0.0,RC,7.0,15.0
95000.0,22.087762485662374,32,640.0,1990-03-01,0.0,RC,3.0,5.0
88000.0,19.8165637553192,14,240.0,2007-12-01,0.0,RC,9.0,15.0
138000.0,44.861597144210876,14,840.0,2008-02-01,0.0,RC,14.0,14.0
109000.0,21.51627322587542,5,360.0,2017-02-01,0.0,RC,2.0,9.0
89000.0,26.97470618683927,18,560.0,2004-04-01,0.0,RC,12.0,12.0
171000.0,26.173319097272536,9,600.0,2013-08-01,0.0,RC,13.0,14.0
108000.0,36.21799380862648,13,400.0,2009-02-01,0.0,RC,7.0,11.0
61000.0,17.512492114533117,29,680.0,1993-02-01,0.0,鉄骨,3.0,5.0
93000.0,29.148799042103576,11,720.0,2011-08-01,0.0,RC,4.0,11.0
154000.0,43.32151258633142,15,1120.0,2007-10-01,0.0,RC,10.0,13.0
95000.0,47.54642508827956,43,360.0,1979-01-01,0.0,RC,6.0,7.0
83000.0,26.659042302082455,16,320.0,2006-05-01,3.0,RC,13.0,14.0
63000.0,20.52897353832335,38,800.0,1984-06-01,0.0,鉄骨,2.0,4.0
73000.0,20.98892494046279,17,720.0,2005-03-01,0.0,RC,8.0,9.0
93000.0,39.15248082404118,42,680.0,1980-09-01,0.0,RC,2.0,5.0
109000.0,47.104992737109455,15,800.0,2007-06-01,0.0,RC,5.0,6.0
91500.0,15.225202919825753,8,560.0,2014-01-01,0.0,RC,5.0,7.0
89000.0,42.2508865669549,42,800.0,1980-08-01,0.0,RC,3.0,5.0
68000.0,13.232703090169464,29,880.0,1993-10-01,0.0,RC,3.0,7.0
142000.0,48.54538004401232,16,600.0,2006-02-01,0.0,RC,9.0,10.0
131000.0,39.678690192844364,10,560.0,2012-09-01,0.0,RC,8.0,9.0
97000.0,22.67479142700546,7,1040.0,2015-11-01,0.0,RC,4.0,10.0
86000.0,21.339401197886122,33,600.0,1989-01-01,0.0,鉄骨,5.0,5.0
91000.0,28.337738969730815,14,1480.0,2008-04-01,0.0,RC,6.0,9.0
90000.0,25.332336471731868,19,640.0,2003-04-01,0.0,RC,6.0,9.0
108000.0,14.391412093920184,14,720.0,2008-06-01,0.0,RC,3.0,9.0
143000.0,44.83224459648955,10,400.0,2012-01-01,0.0,RC,4.0,10.0
129000.0,45.44417625028214,31,640.0,1991-11-01,0.0,RC,5.0,9.0
75000.0,32.660041218242384,49,600.0,1973-01-01,0.0,RC,2.0,3.0
81000.0,32.49922281369619,31,80.0,1991-10-01,0.0,鉄骨,2.0,7.0
166000.0,34.17323173900811,4,520.0,2018-01-01,0.0,RC,3.0,11.0
117000.0,44.57115634948155,22,600.0,2000-06-01,0.0,鉄骨,4.0,5.0
154000.0,41.31175078701004,14,400.0,2008-04-01,0.0,RC,15.0,15.0
73000.0,31.229952374969052,46,600.0,1976-11-01,0.0,鉄骨,2.0,5.0
89000.0,25.714631707397903,13,640.0,2009-03-01,0.0,RC,2.0,10.0
69000.0,14.8225838583725,30,1200.0,1992-08-01,0.0,RC,6.0,14.0
60000.0,33.499863424218255,50,600.0,1972-03-01,0.0,鉄骨,5.0,5.0
118000.0,26.075059719332504,3,680.0,2019-11-01,0.0,RC,3.0,9.0
70000.0,12.62642082436913,51,720.0,1971-06-01,0.0,RC,3.0,5.0
82000.0,25.627862983013337,25,720.0,1997-09-01,0.0,鉄骨,4.0,4.0
202000.0,38.48833490845453,1,727.0,2021-04-01,0.0,RC,6.0,11.0
100000.0,41.14170433743811,38,440.0,1984-05-01,0.0,RC,4.0,5.0
64000.0,17.423249029848378,35,1200.0,1987-03-01,0.0,RC,3.0,5.0
138000.0,50.88489262925776,1,760.0,2021-08-01,0.0,鉄骨,4.0,5.0
71000.0,15.761262715207835,34,120.0,1988-11-01,0.0,鉄骨,2.0,4.0
87000.0,26.964013767311283,9,760.0,2013-09-01,0.0,RC,6.0,7.0
119000.0,21.690071853309927,34,240.0,1988-02-01,0.0,RC,7.0,8.0
87000.0,16.137337856691058,16,720.0,2006-11-01,2.7,RC,3.0,7.0
84000.0,17.467826629947762,20,520.0,2002-09-01,0.0,RC,7.0,10.0
168000.0,64.6687404882808,2,960.0,2020-01-01,0.0,その他,2.0,6.0
80000.0,13.694640957270128,24,680.0,1998-03-01,0.0,RC,3.0,14.0
192000.0,63.8819173693441,16,320.0,2005-12-01,0.0,RC,6.0,45.0
91000.0,21.416973301523292,24,200.0,1998-01-01,0.0,RC,5.0,8.0
87000.0,27.868163308342726,16,320.0,2006-11-01,0.0,RC,6.0,12.0
118000.0,32.32447329054105,18,480.0,2004-02-01,0.0,RC,10.0,12.0
87000.0,22.924768784491437,17,640.0,2005-11-01,0.0,RC,7.0,11.0
148000.0,44.46637265298863,23,360.0,1999-10-01,0.0,RC,9.0,13.0
195000.0,54.761961849960095,13,440.0,2009-02-01,0.0,RC,16.0,28.0
101000.0,34.74086872069206,11,840.0,2011-11-01,0.0,RC,4.0,10.0
90000.0,31.620541912433584,15,240.0,2007-04-01,0.0,RC,6.0,14.0
120000.0,24.034989345475324,19,840.0,2003-11-01,0.0,RC,4.0,6.0
141000.0,49.10252520143999,11,600.0,2011-03-01,0.0,RC,5.0,12.0
91000.0,60.54311860265163,40,440.0,1982-04-01,0.0,RC,1.0,5.0
97000.0,23.775510257457736,41,360.0,1981-01-01,0.0,RC,5.0,6.0
123000.0,30.787790369314976,3,1040.0,2019-02-01,0.0,RC,5.0,7.0
93200.0,22.12132910908437,8,720.0,2013-12-01,0.0,RC,2.0,7.0
89000.0,22.043607458331543,18,600.0,2004-01-01,0.0,RC,4.0,12.0
101500.0,32.05744569229332,8,920.0,2014-01-01,0.0,RC,6.0,7.0
69000.0,13.351139832187618,34,200.0,1987-12-01,0.0,鉄骨,5.0,5.0
87500.0,54.22107106958479,44,920.0,1978-02-01,0.0,RC,7.0,9.0
122000.0,44.13057747648766,31,800.0,1991-11-01,0.0,RC,7.0,9.0
66000.0,18.76746117161729,32,560.0,1989-12-01,0.0,RC,8.0,11.0
87000.0,17.795122924813786,32,505.0,1990-08-01,0.0,鉄骨,4.0,5.0
88000.0,21.83989880548562,14,640.0,2008-02-01,0.0,RC,5.0,14.0
58000.0,15.783829597360722,33,760.0,1989-10-01,0.0,RC,3.0,11.0
105000.0,40.07456875259668,33,880.0,1989-07-01,0.0,鉄骨,3.0,4.0
47000.0,18.11577591186869,49,1240.0,1972-12-01,0.0,RC,4.0,4.0
73000.0,19.325715432180925,29,760.0,1993-03-01,0.0,RC,5.0,12.0
145000.0,49.96960247546281,30,760.0,1992-07-01,0.0,RC,10.0,13.0
72000.0,23.412473451820105,43,920.0,1979-10-01,0.0,RC,4.0,5.0
86000.0,22.105243727012308,11,600.0,2010-12-01,0.0,RC,2.0,8.0
137500.0,41.93877374425774,7,1200.0,2015-09-01,0.0,RC,6.0,7.0
145000.0,17.714167013509872,14,400.0,2007-12-01,0.0,RC,7.0,15.0
127000.0,31.518666513037978,10,360.0,2012-03-01,0.0,RC,2.0,10.0
122000.0,48.300202110585765,44,400.0,1978-04-01,0.0,RC,5.0,8.0
102000.0,18.93934577936257,14,160.0,2008-05-01,0.0,RC,8.0,15.0
100000.0,34.71823585038109,33,520.0,1989-08-01,0.0,RC,7.0,9.0
99000.0,19.468381070895852,13,600.0,2009-05-01,0.0,RC,3.0,7.0
118000.0,42.75258600997458,35,1080.0,1987-11-01,0.0,RC,4.0,8.0
97000.0,29.14179715612392,9,600.0,2012-12-01,0.0,RC,3.0,14.0
108000.0,32.45478489492499,15,40.0,2007-02-01,0.0,RC,3.0,9.0
99150.0,31.80540131265815,14,480.0,2007-12-01,0.0,RC,3.0,8.0
110000.0,40.98120513543471,38,280.0,1984-02-01,0.0,RC,6.0,7.0
89000.0,21.776589699322365,14,960.0,2008-01-01,0.0,RC,5.0,9.0
147000.0,28.354613497158326,10,760.0,2012-07-01,0.0,RC,5.0,7.0
162000.0,34.34225020606329,2,920.0,2020-07-01,0.0,RC,2.0,10.0
83000.0,20.222360673262273,18,360.0,2004-09-01,0.0,RC,7.0,12.0
80000.0,24.684070522839466,42,440.0,1980-07-01,0.0,鉄骨,4.0,5.0
142000.0,54.92960347050877,10,400.0,2011-12-01,0.0,RC,6.0,10.0
137000.0,38.57263443477925,12,880.0,2010-10-01,0.0,RC,5.0,7.0
166000.0,37.03056719112058,15,520.0,2007-03-01,0.0,RC,10.0,10.0
115000.0,61.23905566606224,44,360.0,1978-01-01,0.0,RC,6.0,8.0
236000.0,103.91635900415952,33,440.0,1989-05-01,0.0,RC,8.0,12.0
100000.0,21.097477865208557,9,720.0,2013-07-01,0.0,鉄骨,1.0,4.0
192000.0,80.3347122463969,29,1560.0,1993-03-01,0.0,RC,2.0,10.0
71000.0,26.874318636918073,31,760.0,1991-05-01,0.0,RC,3.0,9.0
86000.0,26.24865145238325,17,720.0,2005-09-01,0.0,RC,6.0,8.0
97000.0,28.97443181135818,17,360.0,2005-03-01,0.0,RC,9.0,11.0
108000.0,34.508952440336266,1,680.0,2021-02-01,0.0,RC,4.0,5.0
94000.0,36.546567412958474,43,360.0,1979-02-01,0.0,RC,6.0,7.0
88500.0,26.671598360245653,15,360.0,2007-04-01,5.39,RC,9.0,11.0
88000.0,22.020470651905526,17,400.0,2005-06-01,0.0,RC,3.0,6.0
97000.0,27.042877452137407,17,600.0,2005-04-01,0.0,鉄骨,9.0,11.0
116000.0,34.975922857313265,26,1560.0,1996-04-01,0.0,RC,2.0,5.0
103000.0,33.07819239176766,16,600.0,2006-08-01,0.0,RC,3.0,7.0
108000.0,30.748671364259323,6,600.0,2016-01-01,0.0,RC,7.0,7.0
59000.0,23.877099150094477,54,960.0,1968-05-01,0.0,鉄骨,3.0,4.0
141000.0,35.12253593468873,0,680.0,2022-02-01,0.0,RC,8.0,9.0
108000.0,35.375577217562906,30,1000.0,1992-03-01,0.0,鉄骨,2.0,6.0
177000.0,41.18602337517864,2,760.0,2020-01-01,0.0,RC,8.0,9.0
84000.0,34.45342219596467,18,680.0,2004-06-01,0.0,鉄骨,2.0,4.0
99500.0,21.564613680519553,2,920.0,2020-09-01,3.0,RC,4.0,7.0
112000.0,22.682194399058908,23,360.0,1999-11-01,0.0,RC,7.0,10.0
111000.0,42.19156649692443,38,640.0,1984-03-01,0.0,鉄骨,4.0,4.0
181000.0,70.93470170300388,17,600.0,2005-09-01,0.0,その他,6.0,13.0
56000.0,23.23526535925948,51,680.0,1971-03-01,0.0,RC,5.0,5.0
91000.0,20.616961961546522,14,1240.0,2008-06-01,0.0,RC,7.0,7.0
91000.0,16.589127688801547,16,440.0,2006-05-01,0.0,鉄骨,3.0,7.0
74000.0,18.018797892234907,20,720.0,2002-05-01,0.0,鉄骨,3.0,4.0
199000.0,56.375531820240056,15,360.0,2007-11-01,0.0,RC,5.0,15.0
156000.0,35.54758985110214,16,720.0,2006-02-01,0.0,RC,4.0,7.0
61000.0,23.52133317105,36,840.0,1986-01-01,0.0,鉄骨,2.0,5.0
99000.0,32.96490133992522,6,720.0,2015-12-01,0.0,RC,2.0,7.0
104000.0,29.80979153207309,13,320.0,2009-04-01,0.0,RC,5.0,11.0
117500.0,33.07691987836988,1,1200.0,2020-12-01,0.0,RC,9.0,10.0
99000.0,43.7563258111605,43,200.0,1978-12-01,0.0,RC,14.0,15.0
82000.0,17.551008846226473,12,680.0,2010-10-01,0.0,RC,1.0,7.0
67000.0,18.361349565101108,33,640.0,1989-10-01,0.0,RC,6.0,11.0
65000.0,17.085647870318883,27,1040.0,1995-03-01,0.0,RC,2.0,5.0
100000.0,21.245597748943954,18,440.0,2004-10-01,0.0,RC,2.0,12.0
97000.0,32.64010739580856,17,1040.0,2005-01-01,0.0,RC,5.0,9.0
69000.0,12.604175395510197,30,960.0,1992-04-01,0.0,RC,6.0,12.0
92000.0,31.26250481849669,13,1080.0,2009-07-01,0.0,RC,5.0,7.0
77000.0,21.024748335559448,48,1040.0,1974-05-01,0.0,RC,3.0,5.0
104000.0,26.545259551258674,10,760.0,2012-04-01,0.0,RC,4.0,7.0
82000.0,15.547918367980369,29,720.0,1993-05-01,0.0,RC,5.0,12.0
59000.0,13.93483084236115,38,840.0,1984-04-01,0.0,RC,5.0,5.0
94000.0,35.265627229919076,44,360.0,1978-08-01,0.0,RC,9.0,14.0
124000.0,51.263849083228756,28,800.0,1994-06-01,0.0,RC,3.0,3.0
147000.0,44.11246518190951,5,920.0,2017-09-01,0.0,RC,6.0,11.0
80000.0,27.925007441718634,26,1320.0,1996-11-01,0.0,鉄骨,2.0,3.0
80000.0,16.264565567972582,19,640.0,2003-09-01,0.0,鉄骨,2.0,9.0
70000.0,14.645160490582052,24,440.0,1998-05-01,0.0,RC,2.0,7.0
87000.0,22.236707589093015,12,1400.0,2010-09-01,0.0,RC,7.0,14.0
112000.0,69.73889695256318,39,280.0,1983-08-01,0.0,RC,4.0,7.0
92000.0,26.835112718372876,18,720.0,2004-10-01,0.0,RC,5.0,12.0
93000.0,26.66826047907573,12,800.0,2010-09-01,0.0,RC,2.0,5.0
146000.0,39.69227207467517,6,600.0,2016-02-01,0.0,RC,4.0,7.0
88000.0,32.6672855853724,41,440.0,1981-05-01,0.0,RC,3.0,6.0
94000.0,62.453129813742265,38,920.0,1984-03-01,0.0,RC,2.0,7.0
87000.0,19.92220182146309,10,360.0,2012-03-01,0.0,RC,9.0,10.0
161500.0,49.69942185712526,2,752.0,2020-11-01,4.34,RC,2.0,14.0
107000.0,26.25488444940637,24,440.0,1998-01-01,0.0,RC,4.0,10.0
85500.0,28.073286981792897,8,880.0,2013-12-01,0.0,RC,3.0,9.0
163000.0,45.08510544287289,10,600.0,2011-12-01,0.0,RC,12.0,14.0
97000.0,21.621894695373747,14,960.0,2008-01-01,3.5,RC,3.0,6.0
87000.0,32.38785989414714,12,760.0,2010-11-01,0.0,RC,2.0,5.0
117000.0,23.46809612283537,9,440.0,2013-11-01,0.0,RC,7.0,7.0
90000.0,25.584345400658382,18,640.0,2004-11-01,0.0,RC,3.0,12.0
151000.0,56.59283716639606,30,760.0,1992-10-01,0.0,RC,13.0,13.0
96000.0,12.86031110122677,14,880.0,2008-01-01,0.0,RC,11.0,12.0
125000.0,23.011098583526334,32,880.0,1990-04-01,0.0,鉄骨,5.0,6.0
121500.0,35.71499883132395,7,840.0,2014-12-01,0.0,RC,3.0,7.0
84000.0,30.7693519838768,10,1040.0,2012-09-01,0.0,鉄骨,3.0,3.0
59000.0,18.945299394940974,40,680.0,1982-04-01,0.0,RC,4.0,6.0
64000.0,20.131393016048136,34,760.0,1988-04-01,0.0,鉄骨,5.0,5.0
96000.0,25.047612098422224,12,1840.0,2010-04-01,0.0,RC,2.0,8.0
108000.0,30.421685831569885,17,600.0,2004-12-01,0.0,RC,4.0,8.0
168000.0,41.841331815146155,7,600.0,2015-11-01,0.0,RC,10.0,10.0
97000.0,27.326259333188823,15,400.0,2007-03-01,0.0,RC,7.0,11.0
88000.0,35.28541314227069,16,760.0,2006-01-01,0.0,RC,2.0,7.0
128000.0,58.374253738194454,31,560.0,1990-12-01,0.0,RC,5.0,9.0
109000.0,35.85005880963981,14,800.0,2008-04-01,0.0,RC,8.0,12.0
171000.0,73.70022524605679,14,480.0,2007-12-01,0.0,RC,11.0,15.0
77000.0,18.223065836141817,29,720.0,1993-04-01,0.0,鉄骨,3.0,5.0
136000.0,36.64765386996376,14,480.0,2008-03-01,0.0,RC,8.0,15.0
83000.0,35.32685099061453,43,680.0,1979-02-01,0.0,RC,7.0,10.0
90000.0,27.590622197777343,32,520.0,1990-01-01,0.0,RC,3.0,5.0
121000.0,32.680672545837,14,640.0,2007-12-01,0.0,RC,12.0,14.0
114000.0,50.78713276171602,18,680.0,2004-03-01,0.0,RC,2.0,9.0
89000.0,16.853357499333555,14,400.0,2008-01-01,0.0,RC,4.0,13.0
63000.0,10.025797230544033,30,1040.0,1992-04-01,0.0,RC,9.0,12.0
67000.0,22.482510666797857,34,120.0,1988-02-01,0.0,RC,4.0,8.0
63000.0,15.044907927872663,33,680.0,1989-10-01,0.0,RC,3.0,11.0
125000.0,48.303867816297455,41,400.0,1981-01-01,0.0,RC,3.0,12.0
98000.0,21.08566291695197,5,920.0,2017-07-01,0.0,鉄骨,3.0,11.0
107000.0,25.029969017285342,8,800.0,2014-08-01,0.0,RC,5.0,7.0
64000.0,17.727170870255556,35,1320.0,1987-02-01,0.0,RC,3.0,5.0
193000.0,67.84585370711345,14,600.0,2008-01-01,0.0,RC,13.0,14.0
182000.0,35.112640089546126,4,560.0,2018-02-01,0.0,RC,9.0,13.0
103000.0,19.73840882537005,10,920.0,2012-04-01,0.0,RC,5.0,7.0
97500.0,38.198847413736964,13,480.0,2009-02-01,0.0,RC,6.0,11.0
83000.0,37.11194556399234,34,600.0,1988-01-01,0.0,RC,5.0,7.0
104000.0,29.7120993449827,8,1040.0,2014-09-01,0.0,鉄骨,1.0,3.0
142000.0,40.9854953197294,16,480.0,2006-05-01,0.0,RC,8.0,10.0
109000.0,38.998483692389684,25,400.0,1997-11-01,4.0,RC,3.0,10.0
101000.0,26.39179664361308,2,880.0,2020-03-01,0.0,RC,2.0,7.0
159000.0,58.907667880692166,14,720.0,2007-12-01,0.0,RC,5.0,14.0
113000.0,38.044867441453704,32,480.0,1990-09-01,0.0,RC,5.0,9.0
92000.0,22.12042382600955,10,840.0,2012-04-01,0.0,RC,4.0,5.0
68000.0,28.590933124139635,49,680.0,1973-09-01,0.0,RC,1.0,5.0
210000.0,46.88395248269165,3,960.0,2019-03-01,0.0,RC,9.0,9.0
89000.0,25.041730618599956,24,200.0,1998-03-01,0.0,RC,3.0,8.0
