property_id,station_id,distance,house_area,rent_price,total_floor,floor,built_date,house_structure
1727,5,1080,42,125000,5,2,2009-05-01,RC
1728,7,800,15,97000,7,5,2002-09-01,RC
1729,38,880,17,94000,3,3,2015-10-01,鉄骨
1730,72,1200,27,79000,3,1,1997-01-01,RC
1731,100,600,12,59000,5,3,2013-01-01,鉄骨
1732,46,800,25,95500,12,8,2017-11-01,RC
1733,69,1600,15,44000,4,3,1986-06-01,RC
1734,18,560,22,102000,8,7,2002-04-01,RC
1735,65,560,24,115000,12,5,2002-06-01,RC
1736,37,600,23,86000,7,5,2001-08-01,RC
1737,37,680,28,95000,6,2,2010-02-01,RC
1738,60,720,22,81000,10,7,2000-05-01,RC
1739,59,600,22,65000,3,2,2006-02-01,鉄骨
1740,72,440,6,62000,14,7,1975-03-01,RC
1741,19,960,25,73000,7,4,2004-07-01,RC
1742,2,920,35,96100,2,1,2005-06-01,鉄骨
1743,18,480,15,90000,12,10,2002-09-01,RC
1744,23,680,20,108000,13,8,2004-08-01,RC
1745,35,400,14,98000,13,9,2007-09-01,RC
1746,32,1000,21,72000,3,2,2018-01-01,鉄骨
1747,22,120,40,88000,3,1,1994-07-01,鉄骨
1748,28,1280,27,69000,3,3,2001-08-01,その他
1749,16,880,30,63000,4,2,1988-08-01,RC
1750,30,1120,73,165000,5,3,2007-11-01,RC
1751,90,520,35,109000,12,3,2007-09-01,RC
1752,22,560,12,101000,5,4,2006-03-01,RC
1753,50,400,17,112000,5,3,2007-06-01,RC
1754,38,1120,18,97500,6,2,2019-08-01,RC
1755,46,640,45,123000,8,2,2008-01-01,RC
1756,37,720,27,149000,15,13,2006-01-01,RC
1757,99,320,32,81000,3,1,1978-06-01,鉄骨
1758,95,1000,26,61000,8,2,1999-05-01,RC
1759,90,360,36,116000,11,4,2016-12-01,RC
1760,52,1320,41,68000,4,1,2007-10-01,RC
1761,20,1120,38,372000,9,7,2007-09-01,RC
1762,66,1000,29,99500,14,4,2007-08-01,RC
1763,10,880,25,77000,5,3,2003-11-01,鉄骨
1764,19,2040,38,106000,4,1,1991-05-01,RC
1765,35,1320,50,87000,5,4,1988-09-01,RC
1766,50,360,41,87000,10,2,1979-07-01,RC
1767,72,440,19,72000,7,3,1987-04-01,RC
1768,32,400,19,82000,10,9,2007-05-01,RC
1769,59,480,54,44000,3,3,1989-10-01,鉄骨
1770,2,800,32,90000,10,2,2014-05-01,鉄骨
1771,46,1160,16,76000,7,3,2010-06-01,RC
1772,38,840,56,217000,10,5,2005-09-01,RC
1773,6,760,30,172000,8,5,2000-03-01,RC
1774,10,480,56,155000,9,9,2012-05-01,RC
1775,74,720,117,142000,5,2,1990-01-01,RC
1776,95,440,45,57000,4,3,1977-02-01,RC
1777,2,440,44,131000,14,2,2007-01-01,RC
1778,99,600,47,200000,3,3,1988-10-01,RC
1779,23,880,44,111000,9,8,2003-03-01,RC
1780,59,2280,41,123000,5,3,1994-02-01,RC
1781,2,760,39,141000,6,5,2013-03-01,RC
1782,65,320,20,153000,27,16,2006-11-01,RC
1783,59,1960,73,91000,6,3,1996-02-01,RC
1784,20,800,23,86000,4,2,1988-03-01,RC
1785,18,1240,52,173000,10,8,2007-04-01,RC
1786,21,440,22,93500,15,10,2007-06-01,RC
1787,44,800,30,109000,4,3,2005-02-01,RC
1788,12,680,55,175000,15,11,2007-02-01,RC
1789,9,720,30,127000,11,4,2007-04-01,RC
1790,19,1120,10,49000,4,3,1983-11-01,RC
1791,90,760,82,175000,17,7,2007-01-01,RC
1792,19,1640,34,106000,3,3,2006-05-01,RC
1793,12,800,14,64000,3,2,1993-11-01,鉄骨
1794,21,480,39,91000,3,3,1988-03-01,RC
1795,7,120,13,104000,15,8,2007-03-01,RC
1796,69,1640,39,78000,3,3,2002-02-01,鉄骨
1797,20,440,16,87000,9,8,1984-06-01,RC
1798,60,120,18,100000,10,7,1996-01-01,鉄骨
1799,59,1240,14,56150,3,3,1982-05-01,RC
1800,46,760,37,153000,3,1,2009-04-01,RC
1801,60,600,32,121000,14,2,2018-03-01,RC
1802,54,600,33,103000,12,9,2008-04-01,RC
1803,99,400,26,116000,11,6,2004-10-01,RC
1804,2,640,18,80000,6,6,1999-09-01,RC
1805,10,200,125,182000,14,3,2010-12-01,RC
1806,44,320,9,62000,7,2,1991-01-01,RC
1807,17,600,42,180000,9,2,2003-08-01,RC
1808,99,600,37,111000,10,6,1988-10-01,RC
1809,46,160,18,149000,10,9,2013-01-01,RC
1810,36,880,29,105000,12,6,2013-04-01,RC
1811,100,760,29,82000,2,2,1997-01-01,RC
1812,45,720,19,106000,4,2,1989-03-01,RC
1813,67,1040,10,52000,3,1,1988-09-01,鉄骨
1814,10,320,26,84000,10,5,1972-06-01,RC
1815,12,400,40,141000,8,4,1983-03-01,RC
1816,16,1280,16,42000,5,4,1983-10-01,RC
1817,22,840,44,125000,3,1,1984-12-01,RC
1818,95,560,25,52000,3,3,1989-11-01,鉄骨
1819,46,520,51,91000,4,3,1978-02-01,RC
1820,44,1400,37,95000,3,1,1988-03-01,鉄骨
1821,46,160,17,99000,13,9,2013-08-01,RC
1822,83,400,24,76000,10,10,2004-12-01,RC
1823,18,1080,47,225000,48,33,2006-08-01,RC
1824,17,240,150,990000,56,52,2004-04-01,RC
1825,37,560,23,73000,5,5,1979-02-01,RC
1826,85,920,21,63000,3,3,2011-09-01,鉄骨
1827,45,400,15,61000,3,2,1982-09-01,鉄骨
1828,17,560,8,100000,8,1,2004-09-01,RC
1829,19,560,41,164000,5,1,1996-10-01,RC
1830,50,1160,38,179000,7,7,2007-03-01,RC
1831,2,680,71,240000,14,10,2013-05-01,RC
1832,10,480,12,70000,3,3,1991-02-01,鉄骨
1833,30,400,24,50000,8,5,1990-01-01,RC
1834,45,1200,18,85000,3,2,2009-03-01,鉄骨
1835,38,880,16,52000,5,3,1987-03-01,RC
1836,21,440,14,73000,9,2,1997-06-01,RC
1837,50,520,57,107000,5,2,1980-08-01,RC
1838,72,680,16,63000,9,7,1993-10-01,RC
1839,14,320,23,77000,10,3,1980-03-01,RC
1840,74,280,16,85000,10,5,2002-04-01,鉄骨
1841,2,680,13,78000,3,3,2004-09-01,鉄骨
1842,67,840,8,57500,3,3,1987-11-01,その他
1843,6,1080,40,116000,11,11,1998-05-01,RC
1844,14,840,32,151000,6,4,2002-12-01,RC
1845,38,720,102,152000,3,2,1994-03-01,鉄骨
1846,50,320,21,105000,5,4,2018-10-01,RC
1847,7,680,23,105000,14,10,2014-02-01,RC
1848,2,240,118,308000,32,11,2007-01-01,RC
1849,52,160,16,32000,4,2,1990-04-01,鉄骨
1850,10,1320,32,82200,6,5,2010-01-01,RC
1851,1,600,11,100000,8,3,2005-09-01,RC
1852,60,600,11,78000,4,2,1997-04-01,RC
1853,83,720,36,144000,22,3,2009-02-01,RC
1854,20,1080,74,170000,5,4,1995-08-01,RC
1855,28,480,40,110000,5,4,1977-09-01,RC
1856,43,880,60,207000,8,4,1999-08-01,RC
1857,59,960,66,81000,3,1,1986-06-01,鉄骨
1858,60,40,29,169000,10,4,2020-01-01,RC
1859,74,1240,26,62000,3,1,1980-12-01,RC
1860,10,1320,27,90000,12,5,2016-09-01,RC
1861,65,560,23,170000,13,4,2015-02-01,RC
1862,85,1160,13,73000,4,3,2018-01-01,鉄骨
1863,18,1120,50,213000,33,26,2010-06-01,RC
1864,46,600,35,84000,5,3,2007-10-01,RC
1865,99,800,15,70500,2,1,1993-05-01,その他
1866,90,320,20,177000,12,10,2008-02-01,RC
1867,35,600,36,88500,12,4,2011-01-01,RC
1868,50,1440,73,148000,3,2,1991-02-01,RC
1869,2,680,29,77000,4,4,1977-08-01,鉄骨
1870,46,720,41,136000,10,5,2007-06-01,鉄骨
1871,2,600,15,77000,3,1,2004-05-01,RC
1872,9,760,53,183000,8,6,1988-11-01,RC
1873,30,280,41,90000,3,2,1985-01-01,RC
1874,100,800,19,99300,3,2,2009-12-01,鉄骨
1875,17,480,25,94800,8,2,2001-05-01,RC
1876,16,1040,35,112500,9,5,2012-11-01,RC
1877,50,1400,27,106000,7,3,1999-11-01,RC
1878,18,840,103,190000,23,8,1989-02-01,RC
1879,10,680,20,75000,3,2,1994-06-01,鉄骨
1880,18,400,17,104000,9,3,1997-10-01,RC
1881,19,640,13,99000,9,4,2002-12-01,RC
1882,43,520,8,106000,9,7,2003-06-01,RC
1883,46,200,50,176000,12,3,1999-08-01,RC
1884,37,720,40,104000,9,3,2006-03-01,鉄骨
1885,22,840,24,84000,3,2,1988-05-01,RC
1886,22,840,20,113000,3,3,1980-12-01,RC
1887,22,360,36,70000,3,1,1987-08-01,RC
1888,66,840,14,60000,4,2,2002-09-01,鉄骨
1889,19,1240,24,88000,11,6,2001-10-01,RC
1890,12,720,12,65000,5,2,1983-01-01,RC
1891,69,1600,25,46000,4,2,1966-12-01,RC
1892,14,760,8,77000,5,3,1998-03-01,RC
1893,21,520,40,139000,10,6,2011-10-01,RC
1894,35,520,27,83000,10,7,2000-06-01,RC
1895,44,40,81,137000,6,5,1995-04-01,RC
1896,85,360,28,91000,14,3,2013-10-01,RC
1897,60,480,54,125000,12,2,2002-12-01,RC
1898,40,480,30,81000,5,4,2015-02-01,鉄骨
1899,96,160,21,77000,11,6,1985-05-01,RC
1900,35,360,30,92000,11,5,2007-02-01,RC
1901,43,560,19,65000,3,2,1980-12-01,RC
1902,90,720,29,141000,12,9,2007-12-01,RC
1903,20,640,15,122000,11,2,2006-02-01,RC
1904,40,840,24,94000,14,4,1988-09-01,RC
1905,85,280,28,100000,12,7,2015-04-01,RC
1906,35,400,10,61000,5,3,2003-02-01,RC
1907,44,1120,40,67000,2,1,2004-01-01,鉄骨
1908,19,640,42,120000,4,3,1993-01-01,RC
1909,52,520,22,73000,4,3,2009-02-01,RC
1910,21,480,31,79000,6,3,1991-03-01,RC
1911,46,640,21,73000,11,4,1996-12-01,RC
1912,6,520,29,181000,14,12,2004-12-01,RC
1913,66,880,35,166000,11,7,1998-04-01,RC
1914,9,600,114,362000,9,7,2001-09-01,RC
1915,100,1000,20,65000,10,7,1988-09-01,鉄骨
1916,20,680,54,177000,14,12,2001-04-01,RC
1917,48,840,59,275000,10,5,2005-02-01,RC
1918,5,880,107,280000,43,41,2008-04-01,RC
1919,17,280,52,257000,24,7,2008-03-01,RC
1920,18,960,28,136000,10,5,2007-06-01,RC
1921,30,280,15,61000,9,8,1994-07-01,RC
1922,59,1640,21,47000,7,1,1990-12-01,RC
1923,20,1000,46,167000,3,3,1988-12-01,RC
1924,23,720,37,206000,30,15,2006-12-01,RC
1925,83,440,21,81000,11,3,2004-11-01,RC
1926,96,720,32,86000,3,2,2000-05-01,鉄骨
1927,66,760,32,95000,10,3,2010-09-01,RC
1928,22,240,15,102500,11,10,1995-02-01,RC
1929,30,2360,16,62500,4,2,2000-11-01,RC
1930,16,1280,23,42000,3,1,1985-04-01,RC
1931,60,640,27,65500,5,3,1979-10-01,RC
1932,30,320,32,90000,10,4,2012-06-01,RC
1933,28,840,72,184800,14,9,2009-09-01,RC
1934,1,800,18,119000,8,7,2008-07-01,鉄骨
1935,30,400,20,55000,3,3,1980-03-01,鉄骨
1936,22,600,45,99500,10,10,1970-02-01,RC
1937,45,320,17,69000,5,3,1993-03-01,RC
1938,48,120,30,106000,14,10,2005-11-01,RC
1939,30,280,20,76000,8,2,2006-05-01,RC
1940,22,480,15,64500,7,5,2009-01-01,RC
1941,100,1360,18,71000,3,1,1991-08-01,鉄骨
1942,22,960,39,85000,4,3,1982-06-01,RC
1943,10,560,49,124000,12,3,1992-04-01,RC
1944,98,440,54,160000,5,4,2003-12-01,RC
1945,36,800,21,96000,12,10,2006-06-01,RC
1946,2,720,14,87000,8,6,2000-06-01,RC
1947,9,440,25,99000,10,5,2002-03-01,RC
1948,38,800,19,120000,5,5,2004-12-01,RC
1949,67,160,8,63000,3,2,1993-12-01,RC
1950,85,240,17,90000,10,2,2001-01-01,RC
1951,32,400,49,140000,11,9,1999-08-01,RC
1952,40,1200,55,151000,5,5,2007-05-01,RC
1953,95,840,26,87000,3,3,1988-04-01,鉄骨
1954,83,600,21,87000,8,2,2001-05-01,RC
1955,46,720,23,82000,4,1,1987-02-01,RC
1956,19,1200,48,127000,3,2,1989-04-01,RC
1957,21,880,26,88000,5,1,2015-03-01,RC
1958,50,600,47,94000,5,3,1986-09-01,RC
1959,12,240,22,108000,10,5,2011-04-01,RC
1960,67,440,28,69000,5,3,1984-07-01,RC
1961,22,560,14,78000,3,1,1983-05-01,RC
1962,20,840,17,95600,7,4,2000-06-01,RC
1963,60,360,29,69000,5,3,1970-08-01,RC
1964,20,160,34,282000,14,2,2013-12-01,RC
1965,100,880,37,100000,8,2,1983-01-01,RC
1966,29,440,29,205000,6,2,2011-12-01,RC
1967,85,1320,39,88000,10,8,2008-01-01,RC
1968,91,320,29,96960,9,7,2008-09-01,RC
1969,62,720,41,99000,3,2,1996-02-01,RC
1970,30,160,12,78000,11,6,2006-03-01,RC
1971,74,400,14,86000,3,2,2013-03-01,その他
1972,20,720,15,99500,4,3,1988-05-01,RC
1973,18,1160,28,89000,9,2,2004-01-01,RC
1974,32,200,89,58000,3,2,1989-02-01,RC
1975,72,220,24,84000,9,6,2004-12-01,RC
1976,65,840,39,149000,14,9,2006-04-01,RC
1977,90,360,41,161000,9,7,2014-04-01,RC
1978,12,480,28,95000,5,3,1996-12-01,RC
1979,10,1560,39,85500,7,2,2007-09-01,RC
1980,38,640,21,94000,5,4,1992-11-01,RC
1981,2,880,22,86000,3,2,2006-08-01,鉄骨
1982,6,360,36,157000,9,3,2005-05-01,RC
1983,35,800,17,69000,4,3,1986-11-01,鉄骨
1984,35,800,19,97000,7,1,2011-09-01,RC
1985,29,240,29,186000,14,10,2006-10-01,RC
1986,16,1360,15,41300,3,1,1986-02-01,RC
1987,48,880,33,112000,7,1,2006-11-01,RC
1988,9,840,23,101000,12,8,2016-08-01,RC
1989,20,920,29,115000,4,3,2005-09-01,RC
1990,85,1240,30,75000,8,2,2006-12-01,RC
1991,60,520,43,183000,12,12,2005-10-01,RC
1992,35,640,24,94000,7,5,2016-01-01,RC
1993,35,1080,22,68000,5,3,2005-02-01,鉄骨
1994,9,600,31,71000,9,2,1979-09-01,RC
1995,91,1640,58,85000,7,6,1993-07-01,RC
1996,52,1320,45,71000,5,3,1982-10-01,RC
1997,50,480,25,65000,5,5,1995-09-01,RC
1998,22,1120,24,78000,2,2,2002-02-01,鉄骨
1999,35,600,44,139000,12,3,2015-05-01,RC
2000,35,1200,51,218000,11,2,1999-12-01,RC
2001,37,1240,29,101800,12,9,2005-10-01,RC
2002,59,600,21,71000,3,3,2002-10-01,鉄骨
2003,28,200,16,95000,6,3,2008-02-01,RC
2004,16,880,14,53000,3,2,1990-01-01,鉄骨
2005,12,440,55,131000,5,2,1981-03-01,RC
2006,9,320,22,92800,12,2,2005-12-01,RC
2007,10,960,32,98000,9,9,2018-06-01,RC
2008,44,2280,44,97000,2,2,1989-02-01,RC
2009,2,840,16,63000,3,3,1991-02-01,鉄骨
2010,62,880,50,245000,5,2,1998-06-01,RC
2011,69,360,23,96000,6,2,1998-03-01,RC
2012,7,560,27,184000,15,4,2014-11-01,RC
2013,22,160,21,82500,3,1,1997-02-01,RC
2014,35,480,20,86000,8,6,2000-05-01,RC
2015,83,520,24,78000,5,4,1973-10-01,鉄骨
2016,91,1520,28,70000,3,1,1988-12-01,RC
2017,5,1040,18,125000,4,3,2007-06-01,RC
2018,60,1240,34,72000,4,3,1973-02-01,RC
2019,72,920,70,146000,5,2,2007-02-01,RC
2020,9,840,37,194000,14,8,2012-04-01,RC
2021,16,1240,44,64000,3,2,1989-05-01,RC
2022,52,760,19,44000,3,3,1988-02-01,鉄骨
2023,65,760,42,120000,4,2,1991-03-01,RC
2024,12,960,30,84000,5,5,1988-10-01,RC
2025,69,600,23,77000,4,2,2000-02-01,鉄骨
2026,18,800,33,156000,8,6,1987-12-01,RC
2027,9,840,26,91000,11,10,1999-11-01,RC
2028,59,280,22,52000,3,2,1994-10-01,鉄骨
2029,54,120,37,236000,14,12,2011-01-01,RC
2030,62,1240,31,100000,12,4,2003-04-01,RC
2031,90,600,29,89000,11,2,2010-02-01,RC
2032,90,560,34,230000,11,10,2017-01-01,RC
2033,69,1760,45,100000,5,4,2018-06-01,RC
2034,52,720,13,44000,4,3,1993-11-01,RC
2035,50,480,58,130000,4,1,2012-01-01,RC
2036,96,400,31,64000,3,1,2003-09-01,鉄骨
2037,46,800,39,140000,8,1,2008-04-01,RC
2038,90,280,59,153000,14,3,2005-06-01,RC
2039,22,480,17,116000,2,2,1989-02-01,鉄骨
2040,50,840,16,80000,6,3,1999-08-01,RC
2041,22,720,35,94000,3,3,1984-12-01,RC
2042,21,280,37,151000,9,8,2010-05-01,RC
2043,72,560,66,130000,8,2,1990-09-01,RC
2044,96,1000,12,56000,2,1,1987-09-01,RC
2045,52,360,69,69000,3,2,1993-11-01,RC
2046,32,1040,25,66000,6,4,1965-10-01,RC
2047,23,840,75,141000,8,2,1983-01-01,RC
2048,50,720,19,100000,7,1,1998-02-01,RC
2049,96,720,21,60000,3,3,1987-12-01,RC
2050,14,320,35,138000,38,4,2009-08-01,RC
2051,50,40,19,48000,3,2,1988-10-01,鉄骨
2052,20,1080,15,84000,3,2,1991-01-01,鉄骨
2053,19,640,21,60000,4,1,1989-08-01,RC
2054,29,680,59,473000,27,19,2008-02-01,RC
2055,28,960,40,135500,5,2,2012-08-01,RC
2056,98,1040,53,141000,5,4,2015-12-01,RC
2057,44,187,57,117000,3,1,1992-09-01,RC
2058,16,400,66,76000,4,4,1992-10-01,鉄骨
2059,50,1200,45,125000,3,1,2010-01-01,鉄骨
2060,32,120,21,43000,3,3,1989-02-01,鉄骨
2061,40,920,43,89000,10,3,2008-07-01,RC
2062,85,640,41,71000,3,3,1984-08-01,鉄骨
2063,90,480,20,114000,14,6,2011-08-01,RC
2064,7,240,20,109500,15,11,2007-02-01,RC
2065,99,680,46,161000,6,4,2014-12-01,RC
2066,96,880,18,65000,12,3,1971-02-01,RC
2067,30,320,16,66000,3,1,2011-10-01,鉄骨
2068,59,640,12,81000,5,2,1971-12-01,RC
2069,38,840,23,85000,3,1,2013-02-01,鉄骨
2070,6,640,264,1763000,7,4,2010-10-01,RC
2071,17,280,43,174000,24,2,2008-01-01,RC
2072,21,240,56,120000,8,7,1963-09-01,RC
2073,40,760,22,81000,5,1,2003-07-01,RC
2074,18,1000,29,135000,10,7,2015-08-01,RC
2075,32,640,17,80000,13,3,2018-07-01,RC
2076,19,1120,33,87000,3,2,1982-09-01,鉄骨
2077,60,640,38,95000,6,2,1990-12-01,RC
2078,52,160,15,42000,5,3,1994-02-01,RC
2079,20,2240,47,201000,9,3,1973-07-01,RC
2080,32,400,38,84000,5,4,1990-02-01,RC
2081,21,360,70,186000,14,12,2007-05-01,RC
2082,2,520,42,120000,14,12,1987-07-01,RC
2083,30,560,28,52000,3,2,2003-05-01,鉄骨
2084,37,680,15,82000,8,8,2003-04-01,RC
2085,12,520,20,99000,14,12,2007-09-01,RC
2086,23,400,23,75000,8,8,1980-12-01,RC
2087,72,680,39,82000,4,4,1971-11-01,鉄骨
2088,50,640,17,57000,3,1,1996-11-01,鉄骨
2089,74,520,17,54000,4,1,1994-08-01,RC
2090,52,320,10,48000,3,1,1987-12-01,鉄骨
2091,29,560,56,285000,4,3,2007-12-01,RC
2092,14,80,35,106000,10,2,1978-10-01,RC
2093,54,600,34,93000,9,3,2005-09-01,RC
2094,9,480,24,91000,11,8,2004-12-01,鉄骨
2095,22,240,24,82000,5,2,1987-01-01,RC
2096,67,160,17,54000,12,8,1985-05-01,RC
2097,13,600,30,92500,14,9,2011-07-01,RC
2098,90,920,17,89000,11,8,2012-02-01,RC
2099,22,40,52,92000,3,3,1994-08-01,鉄骨
2100,14,480,18,90000,6,3,2003-08-01,RC
2101,20,440,14,89000,9,3,1999-11-01,RC
2102,45,160,15,62000,7,5,1992-11-01,鉄骨
2103,9,640,48,109000,12,2,2006-01-01,RC
2104,59,1000,63,103000,3,3,1995-02-01,鉄骨
2105,59,360,97,158000,4,2,1992-02-01,鉄骨
2106,21,480,16,79000,11,9,2004-03-01,RC
2107,52,1040,17,58000,8,6,1998-11-01,RC
2108,21,440,27,144000,5,5,1990-10-01,RC
2109,14,560,39,173000,14,8,2000-05-01,RC
2110,40,760,24,71000,3,2,1989-01-01,鉄骨
2111,99,600,33,133000,10,5,1988-08-01,RC
2112,96,1120,19,78000,8,3,2006-01-01,RC
2113,1,960,21,84000,3,2,1996-04-01,鉄骨
2114,96,1160,13,66000,4,2,1990-03-01,RC
2115,90,440,49,172000,12,2,2015-11-01,RC
2116,36,560,40,173000,9,6,2015-10-01,RC
2117,67,720,24,90000,4,2,2011-06-01,RC
2118,52,680,10,50000,5,4,1996-01-01,RC
2119,46,720,21,113000,12,12,2006-11-01,RC
2120,69,1520,41,76000,4,3,1993-11-01,鉄骨
2121,16,200,30,65000,4,1,2008-04-01,RC
2122,10,1280,38,98000,3,1,1987-08-01,RC
2123,40,600,17,76000,7,6,1989-01-01,RC
2124,6,1240,45,132000,4,2,2004-09-01,RC
2125,38,520,41,145000,11,7,1991-08-01,RC
2126,22,1000,40,87000,3,1,1990-06-01,RC
2127,9,400,16,100000,12,6,2003-07-01,RC
2128,50,360,63,181000,11,8,2015-11-01,RC
2129,29,1040,21,100000,9,6,2014-10-01,RC
2130,16,840,15,41000,11,9,1993-02-01,鉄骨
2131,38,400,18,71000,5,3,1986-09-01,RC
2132,59,1320,53,93000,3,1,2018-01-01,鉄骨
2133,32,680,49,86000,3,2,1979-02-01,鉄骨
2134,21,480,44,153000,4,4,1988-01-01,RC
2135,16,200,45,131000,9,4,2018-11-01,RC
2136,50,400,172,307300,12,7,2005-04-01,RC
2137,22,1080,15,51000,4,4,1992-10-01,RC
2138,46,600,14,45000,8,7,1985-06-01,RC
2139,20,1000,46,151000,5,4,1977-01-01,RC
2140,60,240,26,78000,6,4,2004-11-01,鉄骨
2141,19,1360,14,71000,13,6,1994-03-01,RC
2142,16,1240,71,124080,5,2,1999-02-01,RC
2143,2,1000,30,75000,3,1,1993-08-01,鉄骨
2144,19,320,11,84000,5,4,2011-01-01,鉄骨
2145,98,280,22,67000,5,2,1978-05-01,RC
2146,38,1040,27,92500,11,9,2016-04-01,RC
2147,96,440,17,103000,4,2,1989-07-01,RC
2148,44,200,64,114000,5,1,1996-11-01,RC
2149,83,640,20,72000,8,3,2006-10-01,RC
2150,22,360,32,125000,6,5,1982-12-01,RC
2151,44,1200,58,137000,6,5,1982-03-01,RC
2152,60,200,20,73000,9,3,1990-04-01,RC
2153,85,400,13,54000,4,3,1990-09-01,鉄骨
2154,69,1240,34,69000,3,1,1990-05-01,鉄骨
2155,50,840,17,117000,6,6,1999-10-01,RC
2156,29,760,31,107000,11,9,1999-01-01,RC
2157,29,720,83,380000,25,7,2007-10-01,RC
2158,69,440,18,78000,8,2,2009-12-01,RC
2159,10,640,38,109000,3,2,2014-07-01,鉄骨
2160,85,480,24,77000,13,10,2005-01-01,鉄骨
2161,9,400,39,171000,9,8,2006-10-01,RC
2162,18,800,40,124000,14,2,1982-06-01,RC
2163,32,920,41,105000,6,5,2012-12-01,RC
2164,46,640,44,148000,2,2,2011-09-01,鉄骨
2165,60,680,21,74000,4,4,1969-05-01,RC
2166,22,880,31,97500,2,1,2012-03-01,RC
2167,23,680,84,245000,7,3,2006-02-01,RC
2168,54,400,28,113000,5,5,2016-11-01,RC
2169,54,1240,24,81000,10,4,2003-06-01,RC
2170,44,600,37,130000,7,5,1994-11-01,RC
2171,22,1280,66,154000,6,2,2015-03-01,RC
2172,45,680,25,87000,6,6,2008-10-01,RC
2173,7,520,38,245000,14,14,2018-04-01,RC
2174,99,360,28,103000,12,3,1980-09-01,RC
2175,74,360,54,68000,5,4,1969-10-01,鉄骨
2176,17,800,35,144000,15,5,2007-06-01,RC
2177,21,960,32,97000,4,4,2015-10-01,RC
2178,21,480,29,84000,13,9,2005-11-01,RC
2179,54,400,46,140000,8,6,2009-05-01,RC
2180,19,520,15,56000,4,2,1980-09-01,RC
2181,21,520,19,83000,13,7,1999-01-01,RC
2182,20,720,63,256000,36,6,1994-06-01,RC
2183,19,440,15,72500,4,3,1979-12-01,RC
2184,44,520,42,110000,6,2,1995-04-01,RC
2185,22,1440,33,62000,2,2,1999-02-01,鉄骨
2186,16,1480,21,47000,4,2,1990-12-01,RC
2187,83,320,24,146000,19,13,2017-01-01,その他
2188,29,800,58,135000,11,2,1985-10-01,RC
2189,6,840,19,81000,3,2,1985-06-01,RC
2190,60,880,38,95000,3,1,1996-10-01,RC
2191,40,680,32,80000,4,1,2009-02-01,鉄骨
2192,2,680,11,56000,7,5,1978-07-01,RC
2193,100,920,17,74000,14,2,2005-06-01,RC
2194,96,360,24,114000,3,2,2009-03-01,鉄骨
2195,96,920,68,149000,7,3,1998-05-01,RC
2196,29,520,23,95000,10,8,2000-04-01,RC
2197,18,600,37,281000,30,15,2005-08-01,RC
2198,32,600,24,76000,10,2,2014-02-01,RC
2199,44,960,65,149000,4,3,1988-01-01,RC
2200,45,1200,36,95000,3,2,1989-11-01,鉄骨
2201,50,1360,66,125000,3,3,1987-04-01,RC
2202,74,240,17,69000,5,2,1995-05-01,RC
2203,3,600,35,114000,11,3,2007-10-01,RC
2204,48,320,27,89000,5,4,1993-05-01,RC
2205,35,480,51,149000,13,11,2014-05-01,RC
2206,23,440,27,71000,11,4,1989-02-01,RC
2207,83,960,17,91000,8,3,2013-04-01,RC
2208,30,280,13,45500,4,2,1987-04-01,RC
2209,12,440,41,162000,7,3,1984-12-01,RC
2210,2,1640,19,119000,15,15,2018-09-01,RC
2211,32,1600,62,98000,5,5,1995-02-01,RC
2212,2,880,14,68000,4,2,1991-04-01,鉄骨
2213,16,920,12,51000,4,4,1991-07-01,鉄骨
2214,2,480,36,116000,10,5,2004-07-01,RC
2215,9,800,13,104200,12,8,2005-04-01,RC
2216,6,560,22,129500,15,2,2014-04-01,RC
2217,44,1400,15,81000,3,3,2004-01-01,鉄骨
2218,22,80,15,47000,5,5,1988-11-01,RC
2219,50,240,28,75000,4,1,2001-01-01,RC
2220,14,320,64,292000,39,3,2009-06-01,RC
2221,45,1160,24,64000,3,2,1990-11-01,鉄骨
2222,52,200,26,35000,4,1,1985-04-01,鉄骨
2223,38,760,17,72000,4,1,1997-05-01,RC
2224,50,1360,25,88000,4,4,1997-04-01,RC
2225,37,600,27,126000,14,4,2007-01-01,RC
2226,44,640,73,147000,7,7,1973-09-01,RC
2227,38,1040,15,103000,8,2,2008-07-01,RC
2228,50,360,16,101000,6,1,2003-03-01,RC
2229,2,720,30,63000,5,2,1977-02-01,RC
2230,23,600,40,221000,30,6,2006-12-01,RC
2231,35,400,62,154000,15,14,2007-11-01,RC
2232,40,480,27,89500,12,7,2008-12-01,RC
2233,2,1240,14,57000,4,1,1987-08-01,鉄骨
2234,45,360,15,63000,5,1,1988-04-01,RC
2235,38,880,15,77000,3,3,1992-01-01,鉄骨
2236,20,600,53,207000,3,2,2006-07-01,RC
2237,14,520,38,194000,5,1,2015-05-01,RC
2238,44,1160,19,65000,3,2,1977-07-01,RC
2239,90,440,50,149000,10,6,2004-01-01,RC
2240,96,1080,24,83000,4,2,2009-10-01,鉄骨
2241,12,1160,22,83000,4,3,2008-06-01,RC
2242,99,480,45,150000,7,2,1991-07-01,RC
2243,10,720,22,80000,13,11,2016-10-01,RC
2244,44,1520,53,106000,3,3,1986-07-01,RC
2245,12,720,25,101000,14,6,2007-09-01,RC
2246,60,480,64,160000,10,8,2009-07-01,RC
2247,5,480,51,263000,20,14,2007-07-01,RC
