review_id,property_id,review_date,score
3082,9970,2020-10-10,2
3083,5091,2020-10-24,2
3084,4072,2019-02-22,5
3085,3995,2001-11-01,4
3086,7243,2012-05-15,2
3087,6156,2015-06-03,3
3088,1473,2012-11-19,2
3089,5506,2017-03-02,5
3090,1934,2011-05-05,3
3091,2480,2020-06-10,1
3092,6609,2019-06-10,2
3093,7021,2021-01-12,5
3094,8782,2018-01-29,3
3095,5691,2001-10-05,3
3096,9000,1998-02-18,3
3097,6272,1983-12-08,1
3098,3994,2014-08-02,3
3099,3782,2019-12-21,4
3100,2055,2017-06-19,4
3101,4955,2009-09-23,5
3102,1406,2018-02-20,4
3103,1750,2016-11-13,4
3104,2698,2014-06-03,3
3105,1742,1991-05-26,5
3106,3351,2019-02-07,1
3107,427,2019-12-01,3
3108,670,1993-01-13,5
3109,9532,2020-09-08,4
3110,5246,2014-10-20,5
3111,848,2009-02-19,3
3112,2209,2020-11-27,4
3113,4579,2017-10-01,3
3114,7142,2013-09-17,3
3115,592,2017-12-22,3
3116,9939,2014-05-01,3
3117,7655,2005-11-08,3
3118,2919,1999-06-20,5
3119,3614,2009-02-10,2
3120,2328,2009-08-07,3
3121,489,1996-09-25,5
3122,4396,2013-05-01,4
3123,6150,2004-04-05,4
3124,8895,2012-07-14,3
3125,3223,1985-10-23,5
3126,9129,2016-08-02,3
3127,1158,2019-10-30,3
3128,6039,1990-08-06,3
3129,3933,2012-09-08,3
3130,4781,2005-12-22,3
3131,4710,2019-09-14,3
3132,395,1990-05-15,4
3133,5180,1994-09-28,4
3134,1489,2017-02-18,3
3135,8048,2013-07-26,2
3136,2819,1991-03-03,3
3137,4987,2019-02-07,3
3138,6383,2003-10-25,4
3139,2207,1992-06-05,2
3140,3408,1983-12-31,2
3141,7046,2005-11-20,5
3142,8416,2008-09-28,2
3143,3498,2017-03-03,3
3144,9162,2014-02-14,3
3145,1017,2017-03-27,4
3146,1708,2006-12-07,1
3147,4064,2009-03-21,5
3148,6718,2010-11-19,3
3149,4441,2007-01-29,3
3150,4390,2011-04-22,3
3151,4414,2018-12-27,3
3152,8073,1996-10-07,4
3153,4649,1999-08-10,5
3154,5736,1993-04-29,4
3155,6537,2008-03-23,4
3156,2038,2011-08-07,5
3157,2543,2012-11-27,5
3158,2913,2019-09-18,3
3159,9490,2008-12-25,3
3160,4548,2011-05-06,2
3161,2577,2013-07-21,4
3162,7772,2008-08-28,5
3163,6769,2003-03-27,2
3164,2616,2001-04-29,3
3165,6019,1993-02-17,3
3166,3052,2013-11-09,3
3167,2301,2015-10-28,2
3168,8053,2012-10-06,3
3169,5368,2009-04-17,3
3170,8891,2012-02-14,3
3171,6337,2010-06-14,3
3172,3389,2016-12-12,3
3173,2797,2004-08-04,3
3174,3732,1995-09-13,2
3175,8485,2012-08-24,4
3176,3093,1995-06-16,3
3177,5851,2007-10-31,3
3178,1033,1998-02-01,2
3179,1426,2020-12-13,1
3180,6416,2021-01-25,3
3181,7020,2008-08-02,4
3182,4987,2002-03-18,3
3183,8840,2021-04-02,4
3184,7069,2007-05-02,4
3185,4617,2020-08-08,4
3186,3226,2009-10-24,3
3187,3806,2005-11-11,3
3188,5157,2018-01-20,4
3189,6203,2009-02-23,5
3190,9978,2011-04-06,3
3191,2075,2006-06-03,1
3192,6915,2005-08-10,1
3193,3326,2021-05-16,4
3194,7243,2020-02-29,3
3195,2279,1998-10-26,3
3196,4335,2019-02-08,3
3197,8644,1993-05-05,3
3198,6164,2015-06-17,2
3199,6515,2016-03-08,5
3200,5804,2003-08-09,3
3201,1959,1984-05-23,4
3202,9759,2000-10-20,4
3203,6758,2015-05-16,3
3204,7909,2012-11-19,3
3205,3716,1997-11-05,3
3206,1728,2017-01-07,3
3207,9980,2015-12-11,2
3208,4830,2014-04-17,3
3209,151,1997-05-21,3
3210,9325,2010-05-20,1
3211,4165,2006-01-30,3
3212,5963,2008-11-06,1
3213,7459,2012-04-18,3
3214,1351,2018-12-10,1
3215,3704,2005-04-22,4
3216,240,1990-10-10,2
3217,4034,1995-11-01,3
3218,9107,2009-07-23,3
3219,1887,2015-05-18,1
3220,7049,1988-09-28,3
3221,3991,1983-10-29,1
3222,3149,2012-12-23,4
3223,7647,2014-04-30,3
3224,2504,1979-05-05,3
3225,2144,2017-10-26,3
3226,692,2013-10-08,5
3227,4236,1990-07-22,5
3228,3718,2012-03-20,3
3229,686,2009-11-14,3
3230,3829,1999-04-14,3
3231,7851,2008-05-04,2
3232,4111,2018-07-17,2
3233,9762,2017-06-19,4
3234,2825,1991-02-14,2
3235,4509,2020-01-12,5
3236,9139,2006-11-16,4
3237,1856,2016-03-09,3
3238,955,2018-02-18,4
3239,4846,2011-06-13,4
3240,9209,2013-05-05,3
3241,4112,2020-09-29,3
3242,794,2018-04-14,4
3243,874,1985-10-22,3
3244,8781,2006-04-17,2
3245,2607,1985-10-16,2
3246,8045,2020-01-30,2
3247,4293,2021-02-14,5
3248,6981,2016-02-16,4
3249,1109,2019-11-13,3
3250,4584,2017-06-02,4
3251,605,2008-08-08,4
3252,252,2000-04-24,3
3253,8416,2009-10-05,4
3254,7625,2016-03-14,3
3255,4363,2021-03-20,2
3256,6791,2011-08-06,4
3257,6978,1999-09-15,4
3258,173,2008-09-18,1
3259,9221,2011-07-03,3
3260,3605,2009-01-31,4
3261,5822,2012-12-10,5
3262,5747,1991-08-11,5
3263,4351,2012-03-10,1
3264,515,2019-08-27,2
3265,508,2013-03-28,5
3266,1837,2017-04-29,3
3267,1975,2019-06-06,3
3268,9538,2004-02-13,1
3269,2765,2016-11-18,4
3270,6792,2000-07-15,3
3271,7503,2014-05-14,4
3272,8255,1989-01-18,3
3273,9012,2019-08-30,2
3274,3405,1991-03-27,3
3275,4312,1979-09-24,4
3276,6685,2000-04-19,3
3277,1153,2014-10-22,2
3278,5857,2011-04-02,1
3279,9606,2007-01-27,1
3280,4078,2004-07-09,3
3281,7982,2021-06-16,3
3282,9205,1993-08-03,3
3283,5207,2014-09-24,4
3284,4044,2010-02-07,2
3285,1536,1998-02-17,3
3286,1853,2020-03-03,1
3287,5707,2016-03-18,2
3288,7052,2010-05-06,4
3289,2985,2002-03-07,2
3290,8899,2003-05-31,2
3291,5898,2020-10-11,3
3292,3696,2007-08-16,2
3293,6168,2005-05-04,4
3294,8349,2018-06-17,3
3295,6488,2007-07-07,2
3296,7332,2019-05-24,3
3297,6453,2021-04-09,4
3298,4492,2014-12-29,2
3299,5134,1995-01-15,2
3300,5195,2017-01-27,1
3301,4597,2021-01-11,4
3302,2488,2014-02-08,3
3303,6970,2004-04-12,2
3304,4260,2007-11-16,2
3305,871,2006-03-03,3
3306,3838,1971-10-16,5
3307,5553,2013-11-03,3
3308,3878,2019-06-12,4
3309,9180,2008-01-18,5
3310,4400,2012-11-02,3
3311,2742,2013-06-24,2
3312,8527,1996-09-17,3
3313,2717,1994-02-24,1
3314,1398,2019-12-11,1
3315,7149,2002-04-16,2
3316,819,1987-10-13,2
3317,7182,2007-08-09,4
3318,6021,1999-06-12,2
3319,7373,2021-06-04,1
3320,3512,1991-02-28,3
3321,4414,2016-06-24,1
3322,2590,2005-03-05,2
3323,9211,2001-06-29,2
3324,5069,2004-11-22,1
3325,8821,2017-10-24,3
3326,7492,2014-06-16,2
3327,3462,2010-11-30,2
3328,1980,2007-09-27,1
3329,9627,2012-05-19,4
3330,5785,1981-01-31,3
3331,3102,1992-12-10,3
3332,4075,2021-01-23,3
3333,6237,2017-03-07,2
3334,7068,2015-04-01,3
3335,3420,2013-02-13,4
3336,3124,2020-10-28,2
3337,2940,2014-04-12,2
3338,2432,1982-07-20,3
3339,2355,2012-10-10,3
3340,6190,2014-12-11,5
3341,2374,2008-11-15,3
3342,1808,2017-06-25,3
3343,8770,2018-08-09,2
3344,7779,2014-06-25,1
3345,8748,2003-02-20,4
3346,6534,2011-04-02,3
3347,4837,2008-05-28,3
3348,415,1990-10-26,3
3349,9876,2015-10-29,1
3350,6301,1995-04-01,3
3351,2922,2019-08-11,4
3352,4054,1994-09-20,3
3353,3550,2016-03-13,1
3354,6828,2016-03-20,4
3355,1442,2002-02-03,3
3356,6801,2002-04-19,1
3357,7437,1988-11-12,3
3358,1619,2016-10-31,3
3359,3653,1993-02-01,5
3360,5688,1989-02-12,5
3361,5131,2013-09-24,5
3362,9002,2020-12-10,3
3363,5368,2004-04-26,3
3364,8124,2016-04-12,2
3365,629,2015-08-31,2
3366,608,2008-10-04,3
3367,9373,2008-06-03,4
3368,3174,2015-09-30,1
3369,6188,1988-10-05,1
3370,3737,1989-08-05,3
3371,8969,2010-10-24,1
3372,7204,2020-03-10,3
3373,5358,2015-07-11,3
3374,5296,2004-10-02,3
3375,6169,2008-06-13,5
3376,810,2003-09-15,4
3377,2526,2013-05-29,2
3378,409,2001-03-27,4
3379,9185,2001-03-07,4
3380,1892,2018-04-23,4
3381,4353,2019-04-01,4
3382,540,2020-01-10,4
3383,8384,2004-12-19,3
3384,8839,2013-05-18,3
3385,9151,2012-01-21,2
3386,6811,2020-06-02,3
3387,9403,2014-10-13,5
3388,5037,2018-08-24,5
3389,9886,1986-08-14,1
3390,9134,1997-09-18,3
3391,2929,2021-07-15,3
3392,138,1990-07-29,3
3393,8068,2017-05-13,3
3394,8604,1983-10-12,5
3395,673,2012-04-21,4
3396,5781,1992-10-25,4
3397,8938,2009-06-13,1
3398,9743,2014-04-21,3
3399,9660,2015-02-20,4
3400,3119,1997-09-11,3
3401,644,2007-07-23,3
3402,729,2017-04-03,3
3403,509,1997-01-22,4
3404,96,2016-11-01,2
3405,5445,2016-02-27,2
3406,12,2008-07-04,3
3407,5310,1979-12-25,5
3408,4208,2019-01-30,2
3409,2528,2015-07-08,4
3410,9893,2004-09-08,4
3411,8637,2020-12-07,4
3412,4401,1996-12-28,2
3413,1929,2021-04-15,2
3414,3614,2019-09-14,2
3415,3220,2020-02-24,1
3416,4286,2005-02-04,3
3417,7091,2020-10-02,3
3418,9311,1987-05-14,4
3419,8243,2000-01-30,3
3420,7095,2020-07-01,3
3421,4838,1991-09-09,5
3422,5572,2016-10-13,1
3423,2736,1995-09-09,3
3424,2629,2019-06-14,3
3425,1113,2012-06-03,4
3426,1970,2005-06-29,4
3427,2274,2015-06-17,1
3428,3479,2018-05-15,3
3429,6858,1997-02-09,4
3430,1900,2013-01-27,4
3431,7085,1999-08-12,1
3432,6633,2012-02-27,3
3433,5597,2020-10-10,3
3434,3618,2016-08-19,3
3435,7478,2021-01-08,2
3436,1303,2012-06-22,2
3437,6733,2018-10-03,5
3438,8568,2016-03-10,1
3439,9801,2010-08-17,3
3440,7264,1984-10-16,2
3441,462,2019-12-22,3
3442,8298,2016-09-06,3
3443,5919,1985-09-03,3
3444,6769,2015-02-03,3
3445,3441,2018-03-13,3
3446,3539,1982-09-13,1
3447,4236,1999-10-25,3
3448,9088,2006-05-25,4
3449,1593,2019-10-13,4
3450,5671,2004-05-24,1
3451,5175,2013-02-15,1
3452,8507,2005-11-07,3
3453,7395,1981-03-18,3
3454,3037,2020-07-15,4
3455,1953,2020-09-17,4
3456,9464,2011-12-25,5
3457,6151,2020-02-08,3
3458,9594,1992-12-24,3
3459,457,2021-07-19,3
3460,9617,2019-11-25,3
3461,3979,2013-12-08,3
3462,4524,1993-05-02,1
3463,8463,2011-05-13,2
3464,4793,2007-03-23,5
3465,8536,2006-11-28,4
3466,4172,2018-12-03,4
3467,5242,2017-02-09,3
3468,965,2021-04-08,4
3469,7784,2018-09-15,3
3470,3138,2000-01-05,3
3471,9242,2000-08-28,4
3472,4834,2014-12-06,2
3473,554,2021-02-19,2
3474,1416,2005-09-08,3
3475,7778,2015-01-23,4
3476,4268,1996-03-12,1
3477,4453,2016-02-17,3
3478,7397,1998-03-28,4
3479,2846,1989-12-08,4
3480,9940,1988-08-20,3
3481,6550,2017-07-12,2
3482,8833,2012-07-07,3
3483,425,2015-11-19,5
3484,6169,2017-09-09,3
3485,4452,1979-04-13,3
3486,823,1998-09-16,3
3487,3648,2018-09-11,3
3488,4359,2005-09-21,4
3489,8472,2010-12-28,2
3490,5488,1998-08-05,3
3491,846,2007-01-10,3
3492,961,2014-07-28,4
3493,1846,2009-04-22,3
3494,8478,2004-10-14,3
3495,8284,2020-12-03,1
3496,1879,2010-08-15,3
3497,8019,2013-01-08,2
3498,7704,1991-03-24,3
3499,1023,2012-09-23,3
3500,3334,1999-11-12,2
3501,8987,1996-07-16,4
3502,9762,2010-12-27,3
3503,9977,1993-12-06,3
3504,6229,2013-10-13,3
3505,4843,2021-01-27,2
3506,9595,2007-09-08,2
3507,6962,2004-04-09,3
3508,7642,2015-01-28,2
3509,6518,2019-02-25,1
3510,500,2021-05-09,2
3511,8850,1988-07-18,3
3512,8385,2020-06-21,4
3513,304,2013-08-12,4
3514,9869,2005-06-20,3
3515,1804,2003-12-04,4
3516,8469,2011-05-07,4
3517,7292,2011-05-04,3
3518,1229,2011-03-24,4
3519,4692,1991-05-12,3
3520,5329,2010-06-20,4
3521,4912,2001-05-10,5
3522,1560,2020-08-22,5
3523,8663,2021-04-02,2
3524,5887,2015-06-13,5
3525,3839,1996-06-12,3
3526,2857,2013-01-31,3
3527,8214,2006-11-04,4
3528,6301,1992-12-20,5
3529,8787,2009-04-26,1
3530,4155,2019-02-13,3
3531,6424,2001-07-18,5
3532,6855,1992-08-10,3
3533,837,2018-12-25,4
3534,4758,2017-12-03,4
3535,9185,2015-06-01,1
3536,958,1991-12-28,2
3537,6888,2018-12-29,5
3538,4213,1994-01-27,1
3539,3081,2010-05-14,3
3540,9961,2013-06-28,3
3541,8490,2011-02-24,3
3542,7955,2006-10-11,2
3543,8602,2009-04-30,4
3544,1524,2015-10-12,1
3545,241,1990-10-30,4
3546,8591,2016-12-23,3
3547,6121,2012-10-17,1
3548,6917,2015-04-03,4
3549,8898,2006-10-13,1
3550,6196,2010-12-24,3
3551,9167,2003-08-13,2
3552,3366,1997-12-03,2
3553,1540,2008-11-13,3
3554,280,1998-09-09,4
3555,3311,2021-06-22,3
3556,5307,2014-09-26,4
3557,3932,2005-06-12,4
3558,5997,1987-03-06,1
3559,8228,2004-08-28,3
3560,2558,2015-02-12,2
3561,6650,2004-04-14,4
3562,3448,1992-06-26,5
3563,554,2011-11-20,3
3564,9406,2008-08-12,1
3565,1895,2017-09-07,5
3566,9368,2013-06-09,2
3567,7521,2010-05-02,3
3568,1730,2006-11-08,5
3569,8782,2011-06-24,3
3570,3176,2020-04-22,1
3571,1294,2016-09-13,3
3572,4235,2014-08-28,2
3573,3276,2014-05-14,2
3574,1868,2020-10-18,3
3575,9379,2015-09-10,1
3576,9635,1996-12-19,4
3577,9029,1988-01-06,2
3578,4583,1992-08-29,4
3579,5174,2020-05-18,3
3580,737,2021-07-22,3
3581,3611,1988-02-02,3
3582,6355,2019-12-10,3
3583,9025,1995-03-05,3
3584,6240,1999-12-30,4
3585,5839,2019-09-19,3
3586,2366,1999-10-04,3
3587,7923,2018-02-13,1
3588,2091,2009-02-20,2
3589,1057,1986-12-28,4
3590,1348,2021-03-03,3
3591,9628,2014-07-10,3
3592,8885,2003-12-30,2
3593,6144,2007-04-21,3
3594,677,2019-12-18,2
3595,1723,2021-05-28,4
3596,3983,2005-07-01,5
3597,6702,2011-06-08,3
3598,9988,2013-12-08,4
3599,9105,2017-09-22,4
3600,3481,2004-01-14,3
3601,7083,2016-11-22,3
3602,6554,2019-12-21,3
3603,1097,2017-09-16,3
3604,6564,2009-08-19,3
3605,3129,2002-08-14,4
3606,7252,2010-09-18,4
3607,3549,2009-07-15,4
3608,5507,2005-08-03,2
3609,1172,2021-05-14,1
3610,2273,1986-04-27,3
3611,8627,2018-10-22,2
3612,7927,1987-10-01,3
3613,9311,1982-09-05,3
3614,9767,2012-12-23,1
3615,9837,2019-02-22,2
3616,9718,2005-11-07,3
3617,8296,1995-06-18,5
3618,7509,2016-08-14,3
3619,6042,2019-04-03,3
3620,9791,1999-04-15,1
3621,7331,2019-12-15,3
3622,9875,1980-08-09,5
3623,7692,2012-10-11,3
3624,1750,1973-11-26,4
3625,2074,2021-02-15,3
3626,3412,2004-03-10,3
3627,6582,2021-05-19,3
3628,6086,2013-11-01,2
3629,1010,2021-07-23,3
3630,9384,1979-04-16,3
3631,9420,2020-03-20,3
3632,2716,2013-12-19,1
3633,911,2012-12-09,4
3634,7569,2009-09-25,3
3635,1880,2010-06-30,4
3636,9049,2008-07-19,3
3637,8130,2016-02-05,2
3638,8889,2016-07-18,3
3639,9260,1999-01-01,4
3640,3529,2019-01-11,3
3641,9209,2013-01-04,1
3642,1352,1994-07-11,2
3643,9157,1981-06-13,3
3644,4551,2015-10-07,3
3645,1003,2017-04-04,2
3646,5590,1998-08-13,3
3647,8933,2015-11-30,4
3648,3300,2016-11-25,2
3649,2906,2009-10-05,5
3650,2421,2005-11-06,2
3651,3384,2005-02-10,5
3652,9884,1998-07-01,3
3653,2437,2003-02-24,3
3654,4556,2012-05-31,3
3655,8085,2019-09-03,3
3656,439,2008-03-15,4
3657,4665,1994-07-02,3
3658,4086,2013-01-01,1
3659,6509,2018-06-18,3
3660,9491,2014-04-20,3
3661,4262,2020-05-28,4
3662,42,2020-10-12,3
3663,9957,2015-03-14,1
3664,9964,1979-02-22,3
3665,7449,2013-05-06,1
3666,8283,2002-06-12,4
3667,3651,2017-04-12,3
3668,2559,1997-02-02,3
3669,9665,2010-05-28,1
3670,3856,1987-09-26,3
3671,3307,2004-10-23,2
3672,8716,2016-10-16,3
3673,4726,2021-01-10,3
3674,8730,1993-08-21,4
3675,323,1997-01-19,3
3676,8743,2012-08-07,1
3677,6237,2014-10-07,3
3678,5985,2016-03-08,1
3679,481,2012-06-14,4
3680,2961,2007-11-26,3
3681,558,1987-05-17,2
3682,7207,1972-10-24,3
3683,2524,2014-12-11,3
3684,2126,2008-06-04,4
3685,3688,1993-12-30,3
3686,5604,1995-02-09,3
3687,3574,2002-03-05,3
3688,5560,2019-06-27,4
3689,1049,2008-01-30,4
3690,4799,2018-05-25,3
3691,9478,2017-10-20,2
3692,2859,2009-04-13,5
3693,6576,2004-05-11,3
3694,5333,2004-08-12,4
3695,1430,2020-05-03,2
3696,4617,2013-07-03,2
3697,4411,2018-04-27,3
3698,261,1991-03-16,4
3699,4572,2005-09-17,3
3700,2230,2005-12-07,4
3701,1118,2015-05-06,2
3702,4302,2006-12-07,2
3703,6198,1996-12-06,5
3704,4643,2019-05-17,2
3705,3299,2018-01-23,4
3706,8916,2014-01-26,2
3707,1986,2006-08-21,2
3708,6101,1997-12-20,3
3709,7861,1988-04-17,4
3710,397,2005-07-31,3
3711,5347,2018-04-20,3
3712,6524,2021-02-28,5
3713,8144,2020-08-26,5
3714,8161,2018-06-20,5
3715,8660,2013-10-29,3
3716,5219,2012-04-21,4
3717,535,2009-07-01,3
3718,3388,2011-11-13,3
3719,4522,2019-12-18,3
3720,1073,1994-03-27,4
3721,3044,1997-04-13,3
3722,2048,2015-09-10,3
3723,4126,2004-08-25,2
3724,3820,2016-10-24,2
3725,2739,2021-03-22,4
3726,4730,2002-01-21,3
3727,6140,2018-07-23,2
3728,7151,2011-03-17,3
3729,1377,1983-10-03,2
3730,2020,1995-06-13,3
3731,7735,2019-11-13,2
3732,1901,1999-01-15,3
3733,8651,2014-05-24,4
3734,6466,1983-06-12,2
3735,4485,2005-08-16,3
3736,9702,2017-09-17,3
3737,8118,1997-05-06,3
3738,6168,2009-05-06,4
3739,707,2009-12-09,3
3740,8735,2015-10-19,3
3741,5870,1998-12-29,3
3742,3265,2002-02-15,1
3743,8707,2020-05-20,3
3744,5847,2003-10-19,1
3745,677,2018-11-24,3
3746,6433,2009-02-22,1
3747,4941,2010-07-31,3
3748,4402,2016-09-11,3
3749,9169,2005-08-09,3
3750,1800,2020-02-01,2
3751,1252,1979-06-15,4
3752,2309,2016-01-28,4
3753,6918,1991-11-17,3
3754,9519,2002-07-25,2
3755,3797,2007-09-09,2
3756,6679,2004-06-19,1
3757,956,2014-07-01,3
3758,6792,2005-07-05,1
3759,5344,2019-05-21,2
3760,7331,2011-03-22,3
3761,5879,2016-12-05,3
3762,780,2008-09-17,5
3763,8180,2002-06-05,1
3764,6996,2014-06-25,2
3765,765,1999-03-20,3
3766,6881,2019-08-04,4
3767,3140,1985-11-11,2
3768,999,2013-05-10,2
3769,4063,2010-06-27,5
3770,860,2015-06-16,3
3771,3235,2012-08-01,2
3772,7521,2011-09-11,3
3773,6134,1999-04-18,3
3774,9973,2004-04-28,2
3775,769,1998-01-31,3
3776,2606,1999-11-12,4
3777,8130,2015-05-04,4
3778,5771,2001-10-07,3
3779,9705,1987-07-03,5
3780,549,2020-04-27,1
3781,7767,2020-11-04,3
3782,4281,1997-03-02,4
3783,7187,2013-07-30,4
3784,1247,2003-08-11,3
3785,3084,2013-07-26,1
3786,9847,1997-08-07,2
3787,7405,1996-09-28,5
3788,5271,2008-12-29,4
3789,9436,2014-10-04,3
3790,1563,2019-08-18,2
3791,206,2010-05-07,2
3792,789,1982-04-21,3
3793,1371,2021-08-06,4
3794,2378,2011-11-14,5
3795,8319,2012-12-16,2
3796,1306,2013-02-17,1
3797,3917,2019-03-16,2
3798,7034,2017-09-23,2
3799,9820,2002-03-14,5
3800,8527,2000-12-20,2
3801,3586,2015-07-06,2
3802,4278,2010-02-25,3
3803,193,2013-11-22,4
3804,862,1997-07-12,2
3805,8054,2011-09-30,2
3806,9053,2013-10-23,3
3807,5246,2016-10-16,3
3808,6424,1995-02-13,2
3809,1600,2006-10-17,2
3810,7379,2014-08-11,4
3811,8234,1993-10-16,3
3812,4430,2021-04-02,3
3813,6202,1997-01-02,2
3814,9296,2008-10-29,3
3815,4369,1992-02-03,1
3816,8089,2011-06-10,3
3817,9723,2018-05-03,4
3818,8590,2015-01-09,2
3819,7315,2008-10-22,3
3820,3157,2011-04-12,3
3821,5369,2015-03-23,3
3822,5165,2012-12-16,3
3823,908,2000-10-17,4
3824,6825,2004-12-14,3
3825,4688,2019-10-21,3
3826,9547,2020-07-09,3
3827,8931,2006-02-10,2
3828,3373,2016-02-10,1
3829,6614,2014-09-23,5
3830,51,1997-04-26,3
3831,3511,2017-11-11,2
3832,1922,2002-09-13,5
3833,3140,2015-12-22,4
3834,6093,1995-12-06,5
3835,773,2004-10-04,3
3836,435,2020-09-29,3
3837,1165,2008-06-05,3
3838,4965,2019-11-23,3
3839,8171,2013-05-05,4
3840,4497,2006-01-06,4
3841,5678,2017-10-04,4
3842,7930,2014-05-16,3
3843,2170,2019-07-04,2
3844,7155,2008-09-03,4
3845,648,2018-11-01,3
3846,7828,2016-04-24,5
3847,8578,1987-02-01,2
3848,4098,2017-12-05,4
3849,5036,2016-07-08,4
3850,4705,2000-01-10,3
3851,5122,2019-10-08,2
3852,7270,1992-10-23,4
3853,5702,2011-12-23,2
3854,6970,2013-01-20,3
3855,163,2009-12-12,3
3856,4819,2020-02-07,3
3857,4211,1985-08-01,2
3858,7045,1999-03-18,3
3859,149,2013-12-16,3
3860,6681,2015-05-24,2
3861,3800,2002-12-14,4
3862,5075,2015-02-26,5
3863,9885,1995-06-21,4
3864,3821,2009-03-28,2
3865,6409,2006-02-02,1
3866,8333,2015-03-10,2
3867,6337,2008-05-05,4
3868,8915,1995-05-13,3
3869,6809,2010-07-22,4
3870,9170,2014-11-29,4
3871,1717,2008-02-03,3
3872,4332,2016-07-12,5
3873,9431,2014-12-19,4
3874,1119,2014-02-09,3
3875,3296,2020-03-20,3
3876,6846,2001-04-29,5
3877,6479,2004-09-09,4
3878,1194,2010-05-21,2
3879,4369,2020-12-20,3
3880,3550,2006-01-28,4
3881,6394,2005-01-30,2
3882,7252,2016-12-19,4
3883,9149,2012-05-31,3
3884,9898,2021-02-16,3
3885,1133,2008-10-25,3
3886,9622,1998-05-23,1
3887,432,2015-07-18,5
3888,278,2007-02-25,2
3889,1100,2000-11-04,5
3890,9594,2021-06-07,3
3891,1709,2001-11-06,3
3892,8108,1983-07-22,3
3893,594,2020-11-15,3
3894,1887,2000-11-18,3
3895,1040,2010-05-13,5
3896,2728,2012-12-26,2
3897,5638,2019-03-01,4
3898,182,2018-12-24,2
3899,6400,1987-08-15,4
3900,7019,2019-11-08,5
3901,1674,2002-08-29,4
3902,7966,2017-05-18,3
3903,8867,2020-07-22,4
3904,3344,2020-08-27,3
3905,1564,2005-10-18,5
3906,605,2009-05-11,4
3907,2761,2003-02-23,3
3908,9000,1988-10-28,4
3909,3134,2016-07-27,4
3910,7931,2019-08-10,3
3911,465,1993-06-04,2
3912,9112,2004-10-31,3
3913,1435,2007-02-12,3
3914,3086,2011-05-23,1
3915,7618,2017-07-15,2
3916,5612,2009-01-12,1
3917,8828,1992-01-20,3
3918,2567,2001-03-29,3
3919,1233,2003-12-31,4
3920,1930,2005-01-08,5
3921,1578,2010-07-11,2
3922,586,2014-07-23,3
3923,3716,2008-12-17,3
3924,5935,2016-08-04,2
3925,9327,2019-12-19,5
3926,6651,2019-03-15,4
3927,6431,2020-01-11,3
3928,7775,2018-11-21,4
3929,8054,2021-01-31,2
3930,2415,2016-06-20,2
3931,8398,2012-06-20,3
3932,7252,2010-10-29,4
3933,3191,2019-04-21,1
3934,3518,2014-06-15,5
3935,5552,1994-12-03,2
3936,1310,2005-12-09,4
3937,57,2006-07-03,3
3938,4251,2000-01-27,3
3939,9234,2014-10-27,4
3940,1759,1997-04-18,5
3941,3407,2008-09-24,5
3942,4472,2019-12-03,3
3943,3419,2018-02-04,3
3944,7338,2008-05-12,2
3945,8994,2015-03-28,1
3946,5333,2003-07-07,3
3947,2277,2008-03-29,3
3948,3647,2014-12-24,3
3949,4523,1987-12-10,3
3950,8007,2004-02-03,3
3951,5501,2020-10-07,5
3952,2666,2012-06-10,4
3953,5542,2018-07-16,3
3954,7572,2019-03-21,3
3955,5785,2009-08-05,5
3956,2932,2008-08-18,1
3957,8200,2012-09-19,3
3958,9438,2010-11-14,3
3959,4414,2013-09-21,4
3960,6209,2019-04-25,5
3961,8145,1990-01-08,4
3962,4738,2009-06-24,3
3963,7381,2007-12-17,3
3964,1253,2016-07-10,3
3965,5881,2010-09-22,4
3966,8725,1984-04-26,3
3967,9,2013-02-11,2
3968,9374,2021-07-19,4
3969,8974,2018-01-05,2
3970,508,2017-01-10,3
3971,9666,1984-12-09,2
3972,7923,2015-08-11,1
3973,3633,2017-09-09,3
3974,2407,2010-12-15,4
3975,1100,2019-10-20,3
3976,7580,2013-07-21,5
3977,6542,2012-06-04,4
3978,1529,2015-11-16,3
3979,9618,2021-07-20,3
3980,3737,1999-08-13,2
3981,6691,2021-03-07,4
3982,6493,2020-04-27,4
3983,1792,2001-09-14,4
3984,8469,2005-02-14,2
3985,4722,2021-03-11,1
3986,7103,2015-08-21,3
3987,2477,2011-01-12,3
3988,7040,2012-02-12,3
3989,2939,2016-05-30,3
3990,645,2014-10-13,3
3991,5715,2014-05-22,4
3992,9728,2013-07-11,1
3993,9091,2000-07-16,3
3994,4009,2017-02-11,4
3995,5429,2002-10-26,3
3996,5356,2021-04-22,3
3997,200,2017-04-15,3
3998,2024,2010-10-22,3
3999,8954,2017-01-05,3
4000,4133,1988-08-15,1
4001,2774,2001-01-13,3
4002,5411,2005-11-14,4
4003,8330,2003-07-15,2
4004,8115,2008-04-22,5
4005,9965,2012-02-20,1
4006,2077,1998-03-03,3
4007,1371,2018-02-28,2
4008,4570,1994-01-18,2
4009,5519,2010-10-23,4
4010,6757,2000-03-09,3
4011,2791,2016-02-05,3
4012,6829,2010-01-06,4
4013,4897,2015-10-30,3
4014,3237,2020-11-12,3
4015,5219,2015-02-05,3
4016,1195,1986-08-08,4
4017,9131,2011-10-14,3
4018,1498,2021-04-12,3
4019,603,2020-02-06,3
